handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_192da5be-d4fe-7585-bed0-84b626eeb0c5,Product,ΑΝΘΟΣ CBD SUPERIOR 4 γρ,"<p>Ακατέργαστος ανθός CBD 5,3% σε σακουλάκι<br>Καθαρό βάρος 4 γρ</p>",35c42a_876e25b95cfc42529d965890fc48457a~mv2.png,ΑΝΘΟΙ & ΡΗΤΙΝΕΣ,,,16.8,,true,PERCENT,30.0,InStock,0.0,,,,,,,,,,,,,,,,,,,ΓΙΑ ΑΥΤΟ ΤΟ ΠΡΟΪΟΝ,"<p>Ακατέργαστος ανθός CBD 5,3% σε σακουλάκι<br>
Καθαρό βάρος 4 γρ</p>
",,,,,,,,,,,,,,,,,
product_a5a1281b-3a03-bcf5-ccd1-2a3633047a15,Product,ΑΝΘΟΣ CBD GREEK DELIGHT 3 γρ,"<p>Ακατέργαστος ανθός CBD 5,3% σε σακουλάκι<br>Καθαρό βάρος 3 γρ</p>",35c42a_3174a4e260614390a766807a517a3158~mv2.png,ΑΝΘΟΙ & ΡΗΤΙΝΕΣ,,,13.2,,true,PERCENT,30.0,InStock,0.0,,,,,,,,,,,,,,,,,,,ΓΙΑ ΑΥΤΟ ΤΟ ΠΡΟΪΟΝ,"<p>Ακατέργαστος ανθός CBD 5,3% σε σακουλάκι<br>
Καθαρό βάρος 3 γρ</p>
",,,,,,,,,,,,,,,,,
product_32fb171f-131f-b0ad-65a2-4661d81534f1,Product,ΑΝΘΟΣ CBD EXCELLENT 2 γρ,"<p>Ακατέργαστος ανθός CBD 5,3% σε σακουλάκι<br>Καθαρό βάρος 2 γρ</p>",35c42a_3b406c11304444e2b42eebe7d6fc20e9~mv2.png,ΑΝΘΟΙ & ΡΗΤΙΝΕΣ,,,9.4,,true,PERCENT,30.0,InStock,0.0,,,,,,,,,,,,,,,,,,,ΓΙΑ ΑΥΤΟ ΤΟ ΠΡΟΪΟΝ,"<p>Ακατέργαστος ανθός CBD 5,3% σε σακουλάκι<br>
Καθαρό βάρος 2 γρ</p>
",,,,,,,,,,,,,,,,,
product_80c23629-b15f-7fe4-f909-a7ffddbc8d0a,Product,ΑΝΘΟΣ CBG PREMIUM FLOWER 4 γρ,"<p>Ακατέργαστος ανθός CBG 7,6% σε σακουλάκι<br>Καθαρό βάρος 4 γρ</p>",35c42a_6d5ecf970700478988f7fefbc5a830f0~mv2.png,ΑΝΘΟΙ & ΡΗΤΙΝΕΣ,,,17.6,,true,PERCENT,30.0,InStock,0.0,,,,,,,,,,,,,,,,,,,ΓΙΑ ΑΥΤΟ ΤΟ ΠΡΟΪΟΝ,"<p>Ακατέργαστος ανθός CBG 7,6% σε σακουλάκι<br>
Καθαρό βάρος 4 γρ</p>
",,,,,,,,,,,,,,,,,
product_7e8adad1-d680-af00-1406-d33590e4d8a2,Product,KIEF CBG 1 γρ,<p>Σκόνη CBG&nbsp;σε γυάλινο βαζάκι<br>Καθαρό βάρος 1 γρ</p>,35c42a_91dc53bc040d481c8816b120d80c37e1~mv2.png,ΑΝΘΟΙ & ΡΗΤΙΝΕΣ,,ΣΥΝΤΟΜΑ ΔΙΑΘΕΣΙΜΟ,6.0,,true,PERCENT,30.0,InStock,0.0,,,,,,,,,,,,,,,,,,,ΓΙΑ ΑΥΤΟ ΤΟ ΠΡΟΪΟΝ,"<p>Σκόνη CBG&nbsp;σε γυάλινο βαζάκι<br>
Καθαρό βάρος 1 γρ</p>
",,,,,,,,,,,,,,,,,
product_09304656-7869-32b0-5b8f-1a1221f9d23a,Product,KIEF CBD 1 γρ,<p>Σκόνη CBD&nbsp;σε γυάλινο βαζάκι<br>Καθαρό βάρος 1 γρ</p>,35c42a_ac60d5d1fb9c4eb2b7b6510fe5bb0b6d~mv2.png,ΑΝΘΟΙ & ΡΗΤΙΝΕΣ,,ΣΥΝΤΟΜΑ ΔΙΑΘΕΣΙΜΟ,5.0,,true,PERCENT,30.0,InStock,0.0,,,,,,,,,,,,,,,,,,,ΓΙΑ ΑΥΤΟ ΤΟ ΠΡΟΪΟΝ,"<p>Σκόνη CBD&nbsp;σε γυάλινο βαζάκι<br>
Καθαρό βάρος 1 γρ</p>
",,,,,,,,,,,,,,,,,
product_56bcb412-33ea-fae9-9010-1ac0b10206db,Product,HASH CBG 1 γρ,<p>Ρητίνη CBG&nbsp;σε γυάλινο βαζάκι<br>Καθαρό βάρος 1 γρ</p>,35c42a_4e09ce54458f45fa880bd75afd6e1d12~mv2.png,ΑΝΘΟΙ & ΡΗΤΙΝΕΣ,,ΣΥΝΤΟΜΑ ΔΙΑΘΕΣΙΜΟ,4.7,,true,PERCENT,0.0,OutOfStock,0.0,,,,,,,,,,,,,,,,,,,ΓΙΑ ΑΥΤΟ ΤΟ ΠΡΟΪΟΝ,"<p>Ρητίνη CBG&nbsp;σε γυάλινο βαζάκι<br>
Καθαρό βάρος 1 γρ</p>
",,,,,,,,,,,,,,,,,
product_1aae7899-b1b0-2449-fb40-734c2d5bc393,Product,HASH CBD 1 γρ,<p>Ρητίνη CBD&nbsp;σε γυάλινο βαζάκι<br>Καθαρό βάρος 1 γρ</p>,35c42a_b23c88a46af1475993bc667a6422e993~mv2.png,ΑΝΘΟΙ & ΡΗΤΙΝΕΣ,,ΣΥΝΤΟΜΑ ΔΙΑΘΕΣΙΜΟ,4.2,,true,PERCENT,0.0,OutOfStock,0.0,,,,,,,,,,,,,,,,,,,ΓΙΑ ΑΥΤΟ ΤΟ ΠΡΟΪΟΝ,"<p>Ρητίνη CBD&nbsp;σε γυάλινο βαζάκι<br>
Καθαρό βάρος 1 γρ</p>
",,,,,,,,,,,,,,,,,
product_fb80336e-5376-d6a4-ba53-65d0213be178,Product,ΣΤΑΓΟΝΕΣ CBD+CBG 20%,<p>Έλαιο CBD+CBG 20% σε σταγόνες<br>Περιεχόμενο 10 ml</p>,35c42a_dd7ff40523f04d1f86bf912aad2d9a96~mv2.png,ΕΛΑΙΑ CBD - CBG,,,95.0,,true,PERCENT,30.0,InStock,0.0,,,,,,,,,,,,,,,,,,,ΓΙΑ ΑΥΤΟ ΤΟ ΠΡΟΪΟΝ,"<p>Σταγόνες κανναβιδιόλης &amp; κανναβιγερόλης με σταγονόμετρο.<br>
- Ασφαλές για εξωτερική χρήση και εγκεκριμένο για στοματική φροντίδα.<br>
- Ένα προϊόν με συνεργική δράση των 2 κύριων ενώσεων.<br>
- Το ιδανικό προϊόν για προληπτική θεραπεία, βοηθά στη διατήρηση της καλής φυσικής κατάστασης και στην ενίσχυση του ανοσοποιητικού συστήματος.<br>
- Μικροβιολογικά ελεγμένο.</p>
",,,,,,,,,,,,,,,,,
product_67a199bd-4c7e-4156-2345-9190d946676a,Product,ΣΤΑΓΟΝΕΣ CBG 15%,<p>Έλαιο CBG 15% σε σταγόνες<br>Περιεχόμενο 10 ml</p>,35c42a_ee3c7e8adecf407baa896f7baed472cd~mv2.png,ΕΛΑΙΑ CBD - CBG,,,78.0,,true,PERCENT,30.0,InStock,0.0,,,,,,,,,,,,,,,,,,,ΓΙΑ ΑΥΤΟ ΤΟ ΠΡΟΪΟΝ,"<p>Σταγόνες κανναβιγερόλης με σταγονόμετρο. &nbsp;Ασφαλές για εξωτερική χρήση και εγκεκριμένο για στοματική φροντίδα.<br>
- Βοηθά στη σωστή λειτουργία του σώματος (ομοιόσταση) και φλεγμονώδεις δερματικές παθήσεις όπως ψωρίαση, έκζεμα, ακμή, κνησμώδη εξανθήματα και δερματίτιδα.<br>
- Χρησιμοποιείται για νευροπαθητικό πόνο, αρθρίτιδα, μυϊκούς τραυματισμούς.<br>
- Έχει αναλγητικές, αγχολυτικές και αντιοξειδωτικές ιδιότητες. &nbsp;Κατάλληλο για πονοκεφάλους, ημικρανίες, αϋπνία και διαταραχές άγχους.<br>
- Συνιστάται ως συμπληρωματική θεραπεία για ήπιες μορφές γλαυκώματος, ως αντιφλεγμονώδης νόσος του εντέρου, νόσος του Crohn και αυτοάνοσες ασθένειες.<br>
- Το ιδανικό προϊόν για προληπτική θεραπεία βοηθά στη διατήρηση της καλής φυσικής κατάστασης και στην ενίσχυση του ανοσοποιητικού συστήματος.<br>
- Μικροβιολογικά ελεγμένο.</p>
",,,,,,,,,,,,,,,,,
product_564fc0fd-dba1-12ac-9716-a43c20175111,Product,ΣΤΑΓΟΝΕΣ CBG 10%,<p>Έλαιο CBG 10% σε σταγόνες<br>Περιεχόμενο 10 ml</p>,35c42a_903c038b784e41eab941382c9a8be99d~mv2.png,ΕΛΑΙΑ CBD - CBG,,,53.0,,true,PERCENT,30.0,InStock,0.0,,,,,,,,,,,,,,,,,,,ΓΙΑ ΑΥΤΟ ΤΟ ΠΡΟΪΟΝ,"<p>Σταγόνες κανναβιγερόλης με σταγονόμετρο. &nbsp;Ασφαλές για εξωτερική χρήση και εγκεκριμένο για στοματική φροντίδα.<br>
- Βοηθά στη σωστή λειτουργία του σώματος (ομοιόσταση) και φλεγμονώδεις δερματικές παθήσεις όπως ψωρίαση, έκζεμα, ακμή, κνησμώδη εξανθήματα και δερματίτιδα.<br>
- Χρησιμοποιείται για νευροπαθητικό πόνο, αρθρίτιδα, μυϊκούς τραυματισμούς.<br>
- Έχει αναλγητικές, αγχολυτικές και αντιοξειδωτικές ιδιότητες. &nbsp;Κατάλληλο για πονοκεφάλους, ημικρανίες, αϋπνία και διαταραχές άγχους.<br>
- Συνιστάται ως συμπληρωματική θεραπεία για ήπιες μορφές γλαυκώματος, ως αντιφλεγμονώδης νόσος του εντέρου, νόσος του Crohn και αυτοάνοσες ασθένειες.<br>
- Το ιδανικό προϊόν για προληπτική θεραπεία βοηθά στη διατήρηση της καλής φυσικής κατάστασης και στην ενίσχυση του ανοσοποιητικού συστήματος.<br>
- Μικροβιολογικά ελεγμένο.</p>
",,,,,,,,,,,,,,,,,
product_89125da9-03f5-4b9a-879e-cf8064d523b5,Product,ΣΤΑΓΟΝΕΣ CBG 5%,<p>Έλαιο CBG 5% σε σταγόνες<br>Περιεχόμενο 10 ml</p>,35c42a_d1829993461443dd809642d4d2d8372a~mv2.png,ΕΛΑΙΑ CBD - CBG,,,27.0,,true,PERCENT,30.0,InStock,0.0,,,,,,,,,,,,,,,,,,,ΓΙΑ ΑΥΤΟ ΤΟ ΠΡΟΪΟΝ,"<p>Σταγόνες κανναβιγερόλης με σταγονόμετρο. &nbsp;Ασφαλές για εξωτερική χρήση και εγκεκριμένο για στοματική φροντίδα.<br>
- Βοηθά στη σωστή λειτουργία του σώματος (ομοιόσταση) και φλεγμονώδεις δερματικές παθήσεις όπως ψωρίαση, έκζεμα, ακμή, κνησμώδη εξανθήματα και δερματίτιδα.<br>
- Χρησιμοποιείται για νευροπαθητικό πόνο, αρθρίτιδα, μυϊκούς τραυματισμούς.<br>
- Έχει αναλγητικές, αγχολυτικές και αντιοξειδωτικές ιδιότητες. &nbsp;Κατάλληλο για πονοκεφάλους, ημικρανίες, αϋπνία και διαταραχές άγχους.<br>
- Συνιστάται ως συμπληρωματική θεραπεία για ήπιες μορφές γλαυκώματος, ως αντιφλεγμονώδης νόσος του εντέρου, νόσος του Crohn και αυτοάνοσες ασθένειες.<br>
- Το ιδανικό προϊόν για προληπτική θεραπεία βοηθά στη διατήρηση της καλής φυσικής κατάστασης και στην ενίσχυση του ανοσοποιητικού συστήματος.<br>
- Μικροβιολογικά ελεγμένο.</p>
",,,,,,,,,,,,,,,,,
product_4950b9eb-0360-ad21-4f5f-5dc6369675f0,Product,ΣΤΑΓΟΝΕΣ CBD 15%,<p>Έλαιο CBD 15% σε σταγόνες<br>Περιεχόμενο 10 ml</p>,35c42a_bcaf65c458014259a65759c3dddf857e~mv2.png,ΕΛΑΙΑ CBD - CBG,,,69.0,,true,PERCENT,30.0,InStock,0.0,,,,,,,,,,,,,,,,,,,ΓΙΑ ΑΥΤΟ ΤΟ ΠΡΟΪΟΝ,"<p>Σταγόνες κανναβιδιόλης με σταγονόμετρο. &nbsp;Ασφαλές για εξωτερική χρήση και εγκεκριμένο λάδι για στοματική φροντίδα.<br>
- Βοηθά στη σωστή λειτουργία του σώματος (ομοιόσταση) και φλεγμονώδεις δερματικές παθήσεις όπως ψωρίαση, έκζεμα, ακμή, κνησμώδη εξανθήματα και δερματίτιδα.<br>
- Χρησιμοποιείται για νευροπαθητικό πόνο, αρθρίτιδα, μυϊκούς τραυματισμούς.<br>
- Έχει αναλγητικές, αγχολυτικές και αντιοξειδωτικές ιδιότητες. &nbsp;Κατάλληλο για πονοκεφάλους, ημικρανίες, αϋπνία και διαταραχές άγχους.<br>
- Συνιστάται ως συμπληρωματική θεραπεία για ήπιες μορφές επιληψίας, ιδιοπαθή τρόμο, νόσο του Πάρκινσον και αυτοάνοσες ασθένειες.<br>
- Το ιδανικό προϊόν για προληπτική θεραπεία βοηθά στη διατήρηση της καλής φυσικής κατάστασης και στην ενίσχυση του ανοσοποιητικού συστήματος.<br>
- Μικροβιολογικά ελεγμένο.</p>
",,,,,,,,,,,,,,,,,
product_363d8935-1b8f-e391-23ed-12162456f71c,Product,ΣΤΑΓΟΝΕΣ CBD 10%,<p>Έλαιο CBD 10% σε σταγόνες<br>Περιεχόμενο 10 ml</p>,35c42a_fcd9e8fbf79340a89cca4b958d9d5a2d~mv2.png,ΕΛΑΙΑ CBD - CBG,,,47.0,,true,PERCENT,30.0,InStock,0.0,,,,,,,,,,,,,,,,,,,ΓΙΑ ΑΥΤΟ ΤΟ ΠΡΟΪΟΝ,"<p>Σταγόνες κανναβιδιόλης με σταγονόμετρο. &nbsp;Ασφαλές για εξωτερική χρήση και εγκεκριμένο λάδι για στοματική φροντίδα.<br>
- Βοηθά στη σωστή λειτουργία του σώματος (ομοιόσταση) και φλεγμονώδεις δερματικές παθήσεις όπως ψωρίαση, έκζεμα, ακμή, κνησμώδη εξανθήματα και δερματίτιδα.<br>
- Χρησιμοποιείται για νευροπαθητικό πόνο, αρθρίτιδα, μυϊκούς τραυματισμούς.<br>
- Έχει αναλγητικές, αγχολυτικές και αντιοξειδωτικές ιδιότητες. &nbsp;Κατάλληλο για πονοκεφάλους, ημικρανίες, αϋπνία και διαταραχές άγχους.<br>
- Συνιστάται ως συμπληρωματική θεραπεία για ήπιες μορφές επιληψίας, ιδιοπαθή τρόμο, νόσο του Πάρκινσον και αυτοάνοσες ασθένειες.<br>
- Το ιδανικό προϊόν για προληπτική θεραπεία βοηθά στη διατήρηση της καλής φυσικής κατάστασης και στην ενίσχυση του ανοσοποιητικού συστήματος.<br>
- Μικροβιολογικά ελεγμένο.</p>
",,,,,,,,,,,,,,,,,
product_90cfe6d5-d782-b8f5-560c-2a7cd7a4a662,Product,ΣΤΑΓΟΝΕΣ CBD 5%,<p>Έλαιο CBD 5% σε σταγόνες<br>Περιεχόμενο 10 ml</p>,35c42a_cb39de8d58b74a5fa592fbf6df629fc6~mv2.png,ΕΛΑΙΑ CBD - CBG,,,24.0,,true,PERCENT,30.0,InStock,0.0,,,,,,,,,,,,,,,,,,,ΓΙΑ ΑΥΤΟ ΤΟ ΠΡΟΪΟΝ,"<p>Σταγόνες κανναβιδιόλης με σταγονόμετρο. &nbsp;Ασφαλές για εξωτερική χρήση και εγκεκριμένο λάδι για στοματική φροντίδα.<br>
- Βοηθά στη σωστή λειτουργία του σώματος (ομοιόσταση) και φλεγμονώδεις δερματικές παθήσεις όπως ψωρίαση, έκζεμα, ακμή, κνησμώδη εξανθήματα και δερματίτιδα.<br>
- Χρησιμοποιείται για νευροπαθητικό πόνο, αρθρίτιδα, μυϊκούς τραυματισμούς.<br>
- Έχει αναλγητικές, αγχολυτικές και αντιοξειδωτικές ιδιότητες. &nbsp;Κατάλληλο για πονοκεφάλους, ημικρανίες, αϋπνία και διαταραχές άγχους.<br>
- Συνιστάται ως συμπληρωματική θεραπεία για ήπιες μορφές επιληψίας, ιδιοπαθή τρόμο, νόσο του Πάρκινσον και αυτοάνοσες ασθένειες.<br>
- Το ιδανικό προϊόν για προληπτική θεραπεία βοηθά στη διατήρηση της καλής φυσικής κατάστασης και στην ενίσχυση του ανοσοποιητικού συστήματος.<br>
- Μικροβιολογικά ελεγμένο.</p>
",,,,,,,,,,,,,,,,,
product_d63904ff-ba63-539c-8398-a5ef9978d663,Product,ΣΤΑΓΟΝΕΣ CBD 3%,<p>Έλαιο CBD 3% σε σταγόνες<br>Περιεχόμενο 10 ml</p>,35c42a_a15a7b0813714ebb968e7c0c10d79a86~mv2.png,ΕΛΑΙΑ CBD - CBG,,,19.0,,true,PERCENT,0.0,OutOfStock,0.0,,,,,,,,,,,,,,,,,,,ΓΙΑ ΑΥΤΟ ΤΟ ΠΡΟΪΟΝ,"<p>Σταγόνες κανναβιδιόλης με σταγονόμετρο. &nbsp;Ασφαλές για εξωτερική χρήση και εγκεκριμένο λάδι για στοματική φροντίδα.<br>
- Βοηθά στη σωστή λειτουργία του σώματος (ομοιόσταση) και φλεγμονώδεις δερματικές παθήσεις όπως ψωρίαση, έκζεμα, ακμή, κνησμώδη εξανθήματα και δερματίτιδα.<br>
- Χρησιμοποιείται για νευροπαθητικό πόνο, αρθρίτιδα, μυϊκούς τραυματισμούς.<br>
- Έχει αναλγητικές, αγχολυτικές και αντιοξειδωτικές ιδιότητες. &nbsp;Κατάλληλο για πονοκεφάλους, ημικρανίες, αϋπνία και διαταραχές άγχους.<br>
- Συνιστάται ως συμπληρωματική θεραπεία για ήπιες μορφές επιληψίας, ιδιοπαθή τρόμο, νόσο του Πάρκινσον και αυτοάνοσες ασθένειες.<br>
- Το ιδανικό προϊόν για προληπτική θεραπεία βοηθά στη διατήρηση της καλής φυσικής κατάστασης και στην ενίσχυση του ανοσοποιητικού συστήματος.<br>
- Μικροβιολογικά ελεγμένο.</p>
",,,,,,,,,,,,,,,,,
product_30270a43-114e-f47d-3b31-36aa0d871e22,Product,ΛΙΠΑΝΤΙΚΟ LIBIDO,<p>Λιπαντικό gel κάνναβης<br>Περιεχόμενο 50 ml</p>,35c42a_cbd53b843b694bcc951f63ad364a95df~mv2.png,ΚΑΛΛΥΝΤΙΚΑ,,ΣΥΝΤΟΜΑ ΔΙΑΘΕΣΙΜΟ,17.0,,true,PERCENT,0.0,OutOfStock,0.0,,,,,,,,,,,,,,,,,,,ΓΙΑ ΑΥΤΟ ΤΟ ΠΡΟΪΟΝ,"<p>Λιπαντικό gel κάνναβης<br>
Περιεχόμενο 50 ml</p>
",,,,,,,,,,,,,,,,,
product_0f2a347f-4686-0b68-7e69-3602c04ff330,Product,ΑΝΑΛΓΗΤΙΚΗ ΚΡΕΜΑ PAIN FREE,<p>Αναλγητική κρέμα κάνναβης<br>Περιεχόμενο 50 ml</p>,35c42a_b8a5bb23201a47d5bfe0842373ffcc82~mv2.png,ΚΑΛΛΥΝΤΙΚΑ,,ΣΥΝΤΟΜΑ ΔΙΑΘΕΣΙΜΟ,15.0,,true,PERCENT,0.0,OutOfStock,0.0,,,,,,,,,,,,,,,,,,,ΓΙΑ ΑΥΤΟ ΤΟ ΠΡΟΪΟΝ,"<p>- Ισχυρή αναλγητική κρέμα με θερμική και μυϊκή ικανότητα χαλάρωσης.<br>
- Ανακουφίζει από τον πόνο που προκαλείται από αρθροπάθειες, ρευματισμούς, αρθρίτιδα.<br>
- Χρησιμοποιείται σε μυϊκούς τραυματισμούς, μυϊκούς πόνους, διαστρέμματα, τενοντίτιδα, νευροπαθητικούς πόνους, πονοκεφάλους λόγω έντασης μυϊκού αυχένα.<br>
- Ιδανικό για προθέρμανση αθλητών, αποτρέποντας τους τραυματισμούς των μυών και κράμπες, ανάρρωση και χαλάρωση με απαλό μασάζ.<br>
- Είναι ιδιαίτερα χρήσιμο να το χρησιμοποιείτε σε μεγάλη ηλικία.<br>
- Περιέχει καψαϊκίνη και δεν ενδείκνυται για ανοιχτές πληγές, κιρσούς και φλεβίτιδα.<br>
- Συνιστώμενη δοσολογία: 2-3 φορές την ημέρα μια μικρή ποσότητα τοπικά ή ανάλογα με τις ανάγκες.<br>
- Ταχεία απορρόφηση.<br>
- Ασφαλές για εξωτερική χρήση. Δερματολογικά και μικροβιολογικά ελεγμένο.<br>
- Μοναδική σύνθεση με 650 mg CBD.<br>
- Με βάση κλινικές δοκιμές.</p>
",,,,,,,,,,,,,,,,,
product_e32c770f-397e-cb45-c4d5-9dd85b2e4647,Product,ΔΕΡΜΑΤΙΚΗ ΚΡΕΜΑ EPIDERMIS,<p>Δερματική κρέμα κάνναβης<br>Περιεχόμενο 50 ml</p>,35c42a_cee1a65b10cf4d98a0f9b15c112958f8~mv2.png,ΚΑΛΛΥΝΤΙΚΑ,,ΣΥΝΤΟΜΑ ΔΙΑΘΕΣΙΜΟ,15.0,,true,PERCENT,0.0,OutOfStock,0.0,,,,,,,,,,,,,,,,,,,ΓΙΑ ΑΥΤΟ ΤΟ ΠΡΟΪΟΝ,"<p>Δερματική κρέμα κάνναβης<br>
Περιεχόμενο 50 ml</p>
",,,,,,,,,,,,,,,,,
product_a15db584-f3e7-79fd-d41f-ba30f125b130,Product,ΤΣΑΪ CBG 7% 30 γρ,<p>Ακατέργαστος ανθός CBD 20% σε κονσέρβα<br>Καθαρό βάρος 5 γρ</p>,35c42a_277d2383930348d6a8c55bfa2218ca19~mv2.png,ΑΝΘΟΙ & ΡΗΤΙΝΕΣ,,,4.9,,true,PERCENT,30.0,InStock,0.0,,,,,,,,,,,,,,,,,,,ΓΙΑ ΑΥΤΟ ΤΟ ΠΡΟΪΟΝ,"<p>Ακατέργαστος ανθός CBD 20% σε κονσέρβα<br>
Καθαρό βάρος 5 γρ</p>
",,,,,,,,,,,,,,,,,
product_6cc7b408-e443-bfc6-db5d-3e847157686d,Product,ΤΣΑΪ CBD 6% 30 γρ,<p>Ακατέργαστος ανθός CBD 20% σε κονσέρβα<br>Καθαρό βάρος 5 γρ</p>,35c42a_9a2fd90dab9b452e9a59e40b6a7e89fb~mv2.png,ΑΝΘΟΙ & ΡΗΤΙΝΕΣ,,,4.4,,true,PERCENT,30.0,InStock,0.0,,,,,,,,,,,,,,,,,,,ΓΙΑ ΑΥΤΟ ΤΟ ΠΡΟΪΟΝ,"<p>Ακατέργαστος ανθός CBD 20% σε κονσέρβα<br>
Καθαρό βάρος 5 γρ</p>
",,,,,,,,,,,,,,,,,
product_5f20e818-26c7-a0e2-de75-1184fefe726c,Product,ΤΣΑΪ CBD 5% 30 γρ,<p>Ακατέργαστος ανθός CBD 20% σε κονσέρβα<br>Καθαρό βάρος 5 γρ</p>,35c42a_3c83fc77b1e24f8da1b0e2daf770e2f9~mv2.png,ΑΝΘΟΙ & ΡΗΤΙΝΕΣ,,,4.5,,true,PERCENT,30.0,InStock,0.0,,,,,,,,,,,,,,,,,,,ΓΙΑ ΑΥΤΟ ΤΟ ΠΡΟΪΟΝ,"<p>Ακατέργαστος ανθός CBD 20% σε κονσέρβα<br>
Καθαρό βάρος 5 γρ</p>
",,,,,,,,,,,,,,,,,
product_185bdf84-08d0-4a87-c4d2-ef9324720a0a,Product,ΑΝΘΟΣ CBD AMNESIA 5 γρ,<p>Ακατέργαστος ανθός CBD 20% σε κονσέρβα<br>Καθαρό βάρος 5 γρ</p>,35c42a_fe78b007ed0947aca8b3b8443ae6664f~mv2.png,ΑΝΘΟΙ & ΡΗΤΙΝΕΣ,,,20.5,,true,PERCENT,30.0,InStock,0.0,,,,,,,,,,,,,,,,,,,ΓΙΑ ΑΥΤΟ ΤΟ ΠΡΟΪΟΝ,"<p>Ακατέργαστος ανθός Κάνναβης, περιεκτικότητας σε CBD 20%<br>
Καθαρό βάρος 5 γρ</p>
",,,,,,,,,,,,,,,,,
product_42d775f6-bf91-5c1a-9e3c-5afbb9785a9b,Product,ΑΝΘΟΣ CBG MAXIMUM 5 γρ,<p>Ακατέργαστος ανθός CBG 18% σε κονσέρβα<br>Καθαρό βάρος 5 γρ</p>,35c42a_cddb10c4dd334b26a7b2883f076a5cb8~mv2.png,ΑΝΘΟΙ & ΡΗΤΙΝΕΣ,,,21.4,,true,PERCENT,30.0,InStock,0.0,,,,,,,,,,,,,,,,,,,ΓΙΑ ΑΥΤΟ ΤΟ ΠΡΟΪΟΝ,"<p>Ακατέργαστος ανθός Κάνναβης, περιεκτικότητας σε CBG 18%<br>
Καθαρό βάρος 5 γρ</p>
",,,,,,,,,,,,,,,,,
product_ab3bf48f-471b-0c71-9bde-dd6f789d3a8c,Product,ΑΝΘΟΣ CBD CHEESE 5 γρ,<p>Ακατέργαστος ανθός CBD 21% σε κονσέρβα<br>Καθαρό βάρος 5 γρ</p>,35c42a_ef70f93522f2416f860c1b41cc4d26c3~mv2.png,ΑΝΘΟΙ & ΡΗΤΙΝΕΣ,,,20.7,,true,PERCENT,30.0,InStock,0.0,,,,,,,,,,,,,,,,,,,ΓΙΑ ΑΥΤΟ ΤΟ ΠΡΟΪΟΝ,"<p>Ακατέργαστος ανθός Κάνναβης, περιεκτικότητας σε CBD 21%<br>
Καθαρό βάρος 5 γρ</p>
",,,,,,,,,,,,,,,,,
product_d910317b-183e-3057-85d6-5c7d92116135,Product,ΑΝΘΟΣ CBD JACK HERER 5 γρ,<p>Ακατέργαστος ανθός CBD 15% σε κονσέρβα<br>Καθαρό βάρος 5 γρ</p>,35c42a_f09be58fbb2f4e63a80ce72b718277cd~mv2.png,ΑΝΘΟΙ & ΡΗΤΙΝΕΣ,,,19.8,,true,PERCENT,30.0,InStock,0.0,,,,,,,,,,,,,,,,,,,ΓΙΑ ΑΥΤΟ ΤΟ ΠΡΟΪΟΝ,"<p>Ακατέργαστος ανθός Κάνναβης, περιεκτικότητας σε CBD 15%<br>
Καθαρό βάρος 5 γρ</p>
",,,,,,,,,,,,,,,,,
product_09f7d717-c54f-e64a-a383-a4fe24944045,Product,ΑΝΘΟΣ CBD WHITE WIDOW 5 γρ,<p>Ακατέργαστος ανθός CBD 22% σε κονσέρβα<br>Καθαρό βάρος 5 γρ</p>,35c42a_9060f02bd7ae470eba821d8057fbe36c~mv2.png,ΑΝΘΟΙ & ΡΗΤΙΝΕΣ,,,23.0,,true,PERCENT,30.0,InStock,0.0,,,,,,,,,,,,,,,,,,,ΓΙΑ ΑΥΤΟ ΤΟ ΠΡΟΪΟΝ,"<p>Ακατέργαστος ανθός Κάνναβης, περιεκτικότητας σε CBD 22%<br>
Καθαρό βάρος 5 γρ</p>
",,,,,,,,,,,,,,,,,
